id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7303836463,san luis obispo,39990,2019.0,mercedes-benz,sprinter cab chassis,excellent,,diesel,30.0,clean,automatic,WDAPF4CD1KN023296,,,,silver,ca
7303361917,san luis obispo,1695,2021.0,,Carport,,,other,1.0,clean,other,,,,,,ca
7302850365,san luis obispo,5000,1998.0,chevrolet,silverado 1500,fair,8 cylinders,gas,305000.0,clean,automatic,,4wd,full-size,truck,blue,ca
7302354683,san luis obispo,14998,2017.0,nissan,altima,excellent,,gas,0.0,clean,automatic,1N4AL3AP5HC266137,fwd,,sedan,,ca
7316887262,santa barbara,19800,2020.0,subaru,impreza,like new,4 cylinders,gas,500.0,clean,automatic,,,compact,hatchback,white,ca
7316737637,santa barbara,7500,2015.0,hyundai,elantra se sedan 4d,excellent,4 cylinders,gas,0.0,,other,5NPDH4AE1FH645117,,,sedan,,ca
7316318241,santa barbara,7700,2011.0,honda,accord ex-l sedan 4d,excellent,4 cylinders,gas,0.0,,automatic,1HGCP2F84BA018517,,,sedan,,ca
7315761525,santa barbara,10937,2012.0,gmc,canyon regular cab work,excellent,4 cylinders,gas,0.0,,automatic,1GTC5LF96C8128870,,,truck,,ca
7315549552,santa barbara,25000,1959.0,,willys,excellent,8 cylinders,gas,100.0,clean,manual,,4wd,,,,ca
7315532842,santa barbara,4900,1993.0,toyota,t100 sr5,good,6 cylinders,gas,100.0,clean,automatic,,rwd,,,white,ca
7315489494,santa barbara,9718,2012.0,jeep,liberty sport suv 4d,excellent,6 cylinders,gas,0.0,,automatic,1C4PJMAK1CW142989,4wd,,SUV,,ca
7315406712,santa barbara,5311,2006.0,chevrolet,hhr lt sport wagon,excellent,4 cylinders,gas,0.0,,automatic,3GNDA23P66S513779,,,van,,ca
7315314706,santa barbara,12864,2015.0,toyota,rav4 le sport utility,excellent,4 cylinders,gas,0.0,,automatic,JTMZFREV5FJ049129,,,SUV,,ca
7315116184,santa barbara,8900,2001.0,toyota,tacoma,,6 cylinders,gas,140.0,clean,automatic,,rwd,,,,ca
7315004635,santa barbara,20995,2014.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,0.0,,automatic,1GCVKREC8EZ230461,4wd,,truck,,ca
7314358960,santa barbara,32995,2020.0,mazda,mx-5 miata rf,,,gas,595.0,clean,automatic,JM1NDAM74L0416077,rwd,,convertible,red,ca
7314329960,santa barbara,18999,2011.0,chevrolet,avalanche lt sport,excellent,8 cylinders,gas,0.0,,automatic,3GNMCFE0XBG105655,,,truck,,ca
7313841310,santa barbara,15992,2016.0,honda,accord sport sedan 4d,excellent,4 cylinders,gas,0.0,,other,1HGCR2F51GA054592,,,sedan,,ca
7313526467,santa barbara,7500,1949.0,gmc,panel truck,,8 cylinders,gas,1000000.0,clean,automatic,,,,,,ca
7313434115,santa barbara,11991,2015.0,chevrolet,malibu lt sedan 4d,excellent,4 cylinders,gas,0.0,,other,1G11C5SLXFF322546,,,sedan,,ca
7313337963,santa barbara,15148,2017.0,toyota,camry le sedan 4d,excellent,4 cylinders,gas,0.0,,other,4T1BF1FKXHU413470,,,sedan,,ca
7313013008,santa barbara,8999,2011.0,ford,flex limited sport,excellent,6 cylinders,gas,0.0,,automatic,2FMGK5DC9BBD00238,,,SUV,,ca
7311968228,santa barbara,7999,2015.0,chevrolet,cruze 2lt sedan 4d,excellent,4 cylinders,gas,0.0,,other,1G1PE5SBXF7128752,,,sedan,,ca
7311919704,santa barbara,16500,1972.0,,1972 MGB,like new,4 cylinders,gas,100.0,clean,manual,,rwd,,,custom,ca
7311554463,santa barbara,18997,2014.0,ram,1500 quad cab lone star,excellent,6 cylinders,gas,0.0,,automatic,1C6RR7GG9ES315293,4wd,,truck,,ca
7311211584,santa barbara,21945,2014.0,,#NAME?,excellent,6 cylinders,gas,33.0,salvage,automatic,,4wd,,wagon,white,ca
7311115081,santa barbara,6999,2004.0,gmc,yukon xl 1500 3rd row seat,excellent,8 cylinders,gas,0.0,,automatic,1GKFK66U24J182659,4wd,,SUV,,ca
7311038174,santa barbara,8419,2009.0,ford,flex sel sport utility 4d,excellent,6 cylinders,gas,0.0,,automatic,2FMDK52C59BA06285,,,wagon,,ca
7310673803,santa barbara,14500,1991.0,ford,bronco 25 year anniversary,excellent,8 cylinders,gas,126.0,clean,automatic,,4wd,full-size,SUV,red,ca
7310507693,santa barbara,6200,2009.0,honda,,good,4 cylinders,gas,110.0,clean,automatic,,rwd,mid-size,sedan,blue,ca
7310130506,santa barbara,45000,2021.0,ram,promaster 1500 cargo van,like new,,gas,500.0,clean,automatic,,,,van,grey,ca
7309969427,santa barbara,5500,1949.0,chevrolet,,,6 cylinders,gas,1.0,missing,manual,,rwd,,,,ca
7309639022,santa barbara,24000,1969.0,jeep,,like new,6 cylinders,gas,700.0,clean,manual,,4wd,,,yellow,ca
7309467948,santa barbara,22896,2007.0,ram,2500 quad cab d i e,excellent,6 cylinders,diesel,0.0,,automatic,3D7KR28A27G839134,,,truck,,ca
7308373707,santa barbara,10000,1997.0,jaguar,,,,gas,130.0,clean,other,,,,,,ca
7308359195,santa barbara,6991,2008.0,chevrolet,trailblazer sport,excellent,6 cylinders,gas,0.0,,automatic,1GNDT13S082256786,4wd,,SUV,,ca
7308256188,santa barbara,26919,2008.0,ford,f450 super duty crew cab,excellent,8 cylinders,diesel,0.0,,automatic,1FTXW42R88EB38190,,,truck,,ca
7308082950,santa barbara,2500,2006.0,bmw,530i,,,gas,180.0,clean,automatic,,,,,,ca
7307303343,santa barbara,27000,2021.0,,2021 Tiguan 2.0T SE,new,4 cylinders,gas,200.0,clean,automatic,,,,SUV,white,ca
7306356809,santa barbara,25983,2014.0,gmc,sierra 1500 crew cab sle,excellent,8 cylinders,gas,0.0,,other,3GTU2UEC7EG123240,4wd,,truck,,ca
7306166155,santa barbara,16999,2016.0,ford,transit connect cargo xl,excellent,4 cylinders,gas,0.0,,automatic,NM0KS6EX6G1271304,,,van,,ca
7305638633,santa barbara,7995,2012.0,ford,flex sel sport utility 4d,excellent,6 cylinders,gas,0.0,,automatic,2FMGK5CC5CBD12468,,,wagon,,ca
7304949959,santa barbara,18999,2006.0,ford,f350 super duty crew cab,excellent,8 cylinders,diesel,0.0,,automatic,1FTWW33P56ED45605,4wd,,truck,,ca
7304686004,santa barbara,11998,2015.0,subaru,impreza 2.0i premium,excellent,4 cylinders,gas,0.0,,manual,JF1GPAC62F8310957,4wd,,wagon,,ca
7304139565,santa barbara,16000,1997.0,volkswagen,eurovan camper,good,6 cylinders,gas,308000.0,clean,automatic,,fwd,full-size,van,white,ca
7303966545,santa barbara,2500,2006.0,bmw,530i,,,gas,180.0,clean,automatic,,,,,,ca
7303845136,santa barbara,11894,2017.0,hyundai,elantra se sedan 4d,excellent,4 cylinders,gas,0.0,,other,5NPD74LF2HH165762,,,sedan,,ca
7303655971,santa barbara,12998,2010.0,ram,1500 regular cab st,excellent,6 cylinders,gas,0.0,,automatic,3D7JB1EKXAG111706,,,truck,,ca
7303132109,santa barbara,5799,2017.0,chevrolet,spark ls hatchback,excellent,4 cylinders,gas,0.0,,automatic,KL8CB6SA4HC702261,,,hatchback,,ca
7302709129,santa barbara,7500,2015.0,hyundai,elantra se sedan 4d,excellent,4 cylinders,gas,0.0,,other,5NPDH4AE1FH645117,,,sedan,,ca
7302179648,santa barbara,7700,2011.0,honda,accord ex-l sedan 4d,excellent,4 cylinders,gas,0.0,,automatic,1HGCP2F84BA018517,,,sedan,,ca
7301926103,santa barbara,4200,1982.0,volkswagen,vanagon,good,,gas,1.0,clean,manual,,,,van,brown,ca
7301665893,santa barbara,9718,2012.0,jeep,liberty sport suv 4d,excellent,6 cylinders,gas,0.0,,automatic,1C4PJMAK1CW142989,4wd,,SUV,,ca
7301596289,santa barbara,33590,2020.0,,Genesis G70 2.0T Sedan 4D,good,,other,786.0,clean,other,KMTG64LA9LU056364,,,sedan,white,ca
7315110667,santa maria,8900,2001.0,toyota,tacoma,,6 cylinders,gas,140.0,clean,automatic,,rwd,,,,ca
7314120306,santa maria,26500,1990.0,,GRADALL 552,good,,other,1.0,clean,other,,,,,,ca
7313177839,santa maria,17500,1970.0,chevrolet,c/k20,good,,gas,1.0,clean,manual,,4wd,full-size,truck,silver,ca
7312202215,santa maria,6500,1999.0,gmc,sierra,,,gas,304000.0,clean,automatic,,,,,,ca
7309962264,santa maria,5500,2004.0,chevrolet,tahoe,good,8 cylinders,gas,312000.0,clean,automatic,,rwd,full-size,SUV,grey,ca
7308556370,santa maria,23995,2020.0,nissan,altima,excellent,4 cylinders,gas,655.0,clean,automatic,1N4BL4BV4LC273791,fwd,,sedan,,ca
7304326126,santa maria,66995,2018.0,ram,2500,excellent,6 cylinders,diesel,0.0,clean,automatic,3C6UR5NL7JG121670,4wd,full-size,pickup,grey,ca
7303539803,santa maria,52990,2020.0,jaguar,e-pace p300 r-dynamic se,good,,gas,79.0,clean,other,SADFL2GX2L1Z91107,,,other,white,ca
7302958745,santa maria,8800,2015.0,nissan,altima type s,excellent,4 cylinders,gas,110.0,clean,automatic,,fwd,mid-size,sedan,brown,ca
7301955514,santa maria,46990,2020.0,rover,range evoque p250 se,good,,gas,147.0,clean,automatic,SALZP2FX9LH075250,,,SUV,white,ca
7316915536,SF bay area,49995,2019.0,ford,transit t350hd,like new,6 cylinders,gas,550.0,clean,automatic,1FBVU4XG0KKB27394,rwd,full-size,truck,white,ca
7316915308,SF bay area,39995,1947.0,pontiac,streamliner,like new,8 cylinders,gas,32.0,clean,automatic,,rwd,full-size,coupe,red,ca
7316906754,SF bay area,99900,1954.0,chevrolet,corvette,like new,6 cylinders,gas,750.0,clean,automatic,4400,rwd,,convertible,,ca
7316897032,SF bay area,16999,2014.0,audi,a6,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316889300,SF bay area,50309,2020.0,mercedes-benz,sprinter cargo van,,,diesel,53.0,clean,automatic,,rwd,,van,,ca
7316884879,SF bay area,2400,2000.0,chevrolet,silverado,,,gas,330000.0,clean,automatic,,,,,,ca
7316862844,SF bay area,24749,2003.0,mercedes-benz,sl55 amg,like new,8 cylinders,gas,59.0,clean,automatic,WDBSK74F13F036371,rwd,,convertible,black,ca
7316859789,SF bay area,11899,2013.0,kia,sorento,like new,4 cylinders,gas,92.0,clean,automatic,5XYKT4A67DG312715,fwd,,SUV,white,ca
7316858282,SF bay area,19988,2013.0,honda,crv,like new,4 cylinders,gas,17.0,clean,automatic,2HKRM4H34DH643493,4wd,,SUV,grey,ca
7316856938,SF bay area,35988,2015.0,chevrolet,silverado 1500 lt,like new,8 cylinders,gas,81.0,clean,automatic,3GCUKREC9FG136957,4wd,,truck,black,ca
7316831866,SF bay area,12500,2006.0,,international 4300,good,6 cylinders,diesel,345752.0,clean,manual,,,,,,ca
7316820923,SF bay area,35425,2021.0,chevrolet,equinox,excellent,4 cylinders,other,0.0,clean,automatic,3GNAXUEVXML355429,,,SUV,white,ca
7316811684,SF bay area,32210,2021.0,gmc,acadia sle,new,4 cylinders,gas,5.0,clean,automatic,1GKKNKLA3MZ173396,fwd,full-size,SUV,white,ca
7316811564,SF bay area,42950,2021.0,chevrolet,silverado 1500,,,gas,666.0,clean,automatic,1GCPWBEK3MZ247761,,,,white,ca
7316808087,SF bay area,8000,2000.0,,2000 Tour Bus,good,8 cylinders,diesel,670000.0,clean,automatic,,rwd,full-size,bus,white,ca
7316792119,SF bay area,26500,2021.0,ford,transit connect xl,new,,gas,300.0,clean,automatic,NM0LS7E25M1487655,,,,white,ca
7316780637,SF bay area,8900,2004.0,harley-davidson,davidson,excellent,,gas,702.0,clean,other,,,,,black,ca
7316762808,SF bay area,6500,1999.0,ford,f-250 super duty,,,gas,64.0,salvage,automatic,,rwd,,,,ca
7316757643,SF bay area,18000,2007.0,gmc,sierra,,,gas,162.0,salvage,automatic,,rwd,,,,ca
7316757016,SF bay area,11500,2003.0,,isuzu npr box truck,,,gas,132.0,clean,automatic,,,,,,ca
7316752557,SF bay area,8500,2012.0,toyota,prius v,excellent,4 cylinders,gas,142.0,clean,automatic,JTDZN3EU6C3029642,fwd,,,grey,ca
7316749789,SF bay area,41990,1969.0,ford,mustang,,,other,1.0,clean,other,,,,,,ca
7316747186,SF bay area,41990,1967.0,ford,mustang,,,gas,2.0,clean,other,,,,,,ca
7316746187,SF bay area,9600,1999.0,ram,2500,good,6 cylinders,diesel,307000.0,clean,automatic,,4wd,,,,ca
7316674489,SF bay area,99000,2021.0,chevrolet,corvette convertible,new,8 cylinders,gas,8.0,clean,automatic,,rwd,,,,ca
7316655239,SF bay area,23990,2021.0,kia,soul ex wagon 4d,good,,gas,358.0,clean,other,KNDJ33AU4M7768950,fwd,,wagon,black,ca
7316636878,SF bay area,46746,2020.0,mercedes-benz,sprinter cargo van,,,diesel,11.0,clean,automatic,,rwd,,van,,ca
7316635111,SF bay area,51309,2020.0,mercedes-benz,sprinter cargo van,,,diesel,9.0,clean,automatic,,rwd,,van,,ca
7316632418,SF bay area,64657,2020.0,mercedes-benz,sprinter passenger,,,diesel,35.0,clean,automatic,,rwd,,van,,ca
7316630139,SF bay area,63233,2020.0,mercedes-benz,sprinter passenger,,,diesel,26.0,clean,automatic,,rwd,,van,,ca
7316605150,SF bay area,29999,2011.0,ford,f-350,excellent,,diesel,1.0,clean,automatic,,,,,,ca
7316593174,SF bay area,13998,2015.0,nissan,frontier,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316588801,SF bay area,7998,2006.0,acura,rsx,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316584100,SF bay area,7999,2013.0,subaru,impreza,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316583087,SF bay area,39995,1955.0,chevrolet,other,excellent,8 cylinders,gas,384.0,clean,automatic,000000VC55J202641,rwd,full-size,,red,ca
7316582283,SF bay area,16000,1982.0,jeep,cj7,,8 cylinders,gas,1.0,clean,automatic,,4wd,,,,ca
7316580108,SF bay area,8999,2012.0,mazda,mazda5,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316573627,SF bay area,6999,2007.0,gmc,acadia,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316573050,SF bay area,9998,2014.0,buick,verano,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316569425,SF bay area,8999,2009.0,ford,edge,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316560050,SF bay area,3999,2002.0,chrysler,concorde,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316551336,SF bay area,13998,2005.0,chevrolet,avalanche,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316549197,SF bay area,5300,2002.0,ford,f-550,like new,8 cylinders,diesel,370123.0,clean,automatic,,rwd,,,white,ca
7316548463,SF bay area,6499,2006.0,honda,cr-v,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316545890,SF bay area,6900,2001.0,toyota,4runner,,6 cylinders,gas,342200.0,clean,automatic,,,,,,ca
7316541911,SF bay area,18998,2016.0,chevrolet,colorado,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316536651,SF bay area,19998,2013.0,ford,f-150,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316535086,SF bay area,28999,2018.0,ford,f-150,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316531793,SF bay area,54165,2021.0,chevrolet,silverado 1500,excellent,8 cylinders,other,0.0,clean,automatic,1GCUYEED9MZ271627,4wd,,truck,black,ca
7316526513,SF bay area,8998,2012.0,subaru,outback,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316526279,SF bay area,11998,2016.0,jeep,patriot,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316519955,SF bay area,17999,2014.0,lexus,es 300h,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316518471,SF bay area,28999,2017.0,chevrolet,silverado 1500,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316518344,SF bay area,15499,2005.0,jeep,wrangler,excellent,,gas,1.0,clean,manual,,,,,,ca
7316515216,SF bay area,30000,1971.0,,oldsmobile cutlass,excellent,,gas,0.0,clean,automatic,,,,,red,ca
7316511414,SF bay area,16998,2013.0,bmw,5-series,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316509783,SF bay area,7499,2013.0,toyota,camry hybrid,excellent,,hybrid,1.0,clean,automatic,,,,,,ca
7316504225,SF bay area,7499,2008.0,mazda,mazda3,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316502857,SF bay area,11998,2012.0,acura,tl,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316499398,SF bay area,4200,2009.0,ford,e450 bus,good,8 cylinders,gas,333333.0,clean,automatic,,rwd,mid-size,bus,white,ca
7316496933,SF bay area,11999,2005.0,dodge,dakota,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316495842,SF bay area,6999,2005.0,chrysler,town & country,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316485846,SF bay area,8498,2002.0,gmc,sierra 1500,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316465520,SF bay area,2900,1985.0,,Bwm 733i,,,gas,150.0,clean,manual,,,,,,ca
7316463362,SF bay area,2500,1993.0,ford,ranger 4x4,good,4 cylinders,gas,400.0,clean,automatic,,rwd,,truck,blue,ca
7316462403,SF bay area,17998,2017.0,chevrolet,express 2500,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316452029,SF bay area,18998,2000.0,ford,f-250,excellent,,diesel,1.0,clean,automatic,,,,,,ca
7316438672,SF bay area,13998,2014.0,ford,e250,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316437917,SF bay area,13000,1951.0,,AEC Regent III RLH,fair,8 cylinders,diesel,1.0,clean,other,,rwd,,bus,green,ca
7316437906,SF bay area,4400,2006.0,subaru,outback wagon,excellent,4 cylinders,gas,190.0,clean,automatic,,4wd,,,blue,ca
7316436096,SF bay area,50309,2020.0,mercedes-benz,sprinter cargo van,,,diesel,35.0,clean,automatic,,rwd,,van,,ca
7316425820,SF bay area,120000,2021.0,ram,trx,,,gas,203.0,clean,automatic,,,,,,ca
7316413729,SF bay area,15000,1995.0,,Renault/SCCA miniaturization,excellent,4 cylinders,gas,100.0,clean,manual,,,mid-size,,,ca
7316381806,SF bay area,6499,2006.0,ford,explorer,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316374120,SF bay area,50309,2020.0,mercedes-benz,sprinter cargo van,,,diesel,16.0,clean,automatic,,rwd,,van,,ca
7316303843,SF bay area,34295,2021.0,chevrolet,blazer,excellent,4 cylinders,other,0.0,clean,automatic,3GNKBCR43MS538241,fwd,,SUV,silver,ca
7316273848,SF bay area,4500,2017.0,,Yamaha yz,,,gas,200.0,clean,manual,,,,,,ca
7316270513,SF bay area,3500,2008.0,,2008 raptor,good,,gas,200.0,clean,automatic,,,,,,ca
7316269970,SF bay area,7500,2007.0,honda,odyssey,excellent,,gas,153.0,clean,automatic,5FNRL38717B417138,fwd,,,grey,ca
7316269271,SF bay area,6999,2010.0,toyota,prius,,4 cylinders,gas,156.0,clean,automatic,JTDKN3DU8A5006965,fwd,,,silver,ca
7316267519,SF bay area,6000,2008.0,,2008 raptor,excellent,,gas,200.0,clean,automatic,,,,,yellow,ca
7316266805,SF bay area,7999,2009.0,toyota,matrix,excellent,4 cylinders,gas,137.0,clean,automatic,2T1LE40E89C009954,4wd,,,grey,ca
7316265879,SF bay area,5400,2004.0,toyota,camry,excellent,4 cylinders,gas,179.0,clean,automatic,JTDBE32K140271374,fwd,,,,ca
7316262271,SF bay area,6750,2019.0,,Silver shadow deluxe,excellent,other,other,111.0,clean,other,,,sub-compact,,silver,ca
7316233567,SF bay area,3999,2011.0,nissan,versa fit rio corolla,good,4 cylinders,gas,150.0,clean,automatic,3N1BC1CP0BL390136,fwd,,,,ca
7316228878,SF bay area,5999,2011.0,bmw,328i 330i 325i g35 c250,,6 cylinders,gas,143.0,clean,automatic,WBAPK7G54BNN48900,4wd,,,black,ca
7316115223,SF bay area,50953,2020.0,mercedes-benz,sprinter crew van,,,gas,17.0,clean,automatic,,rwd,,van,,ca
7316113653,SF bay area,50309,2020.0,mercedes-benz,sprinter cargo van,,,diesel,33.0,clean,automatic,,rwd,,van,,ca
7316110698,SF bay area,49331,2020.0,mercedes-benz,sprinter cargo van,,,diesel,113.0,clean,automatic,,rwd,,van,,ca
7316108715,SF bay area,50953,2020.0,mercedes-benz,sprinter crew van,,,gas,19.0,clean,automatic,,rwd,,van,,ca
7316090305,SF bay area,4000,2000.0,toyota,avalon,excellent,6 cylinders,gas,293.0,clean,automatic,,fwd,compact,sedan,white,ca
7316089328,SF bay area,62000,2019.0,,Caterham 280R,like new,4 cylinders,gas,670.0,clean,manual,,rwd,,convertible,red,ca
7316030750,SF bay area,16499,2014.0,lexus,is 250,excellent,,gas,1.0,clean,automatic,,,,,,ca
7316016919,SF bay area,10000,1965.0,,Plymouth Sport Fury,good,8 cylinders,gas,3500000.0,clean,automatic,,rwd,,,blue,ca
7315996005,SF bay area,37428,2021.0,toyota,tacoma sr5,new,6 cylinders,gas,23.0,clean,automatic,3TMCZ5AN9MM415637,4wd,,truck,black,ca
7315995519,SF bay area,41752,2021.0,toyota,tacoma trail,new,6 cylinders,gas,3.0,clean,automatic,5TFCZ5AN9MX269914,4wd,,truck,,ca
7315995259,SF bay area,45724,2021.0,toyota,tacoma trd sport,new,6 cylinders,gas,21.0,clean,automatic,3TMCZ5AN0MM408009,4wd,,truck,green,ca
7315993955,SF bay area,35988,2015.0,chevrolet,silverado 1500 lt,like new,8 cylinders,gas,81.0,clean,automatic,3GCUKREC9FG136957,4wd,,truck,black,ca
7312483528,siskiyou county,5750,1965.0,ford,mustang,fair,6 cylinders,gas,9999999.0,clean,automatic,,rwd,,coupe,,ca
7307002059,siskiyou county,2000,1968.0,ford,,good,4 cylinders,diesel,177.0,clean,manual,,fwd,full-size,van,custom,ca
7316887516,siskiyou county,28500,1964.0,,64 nova wagon,excellent,8 cylinders,gas,999999.0,clean,automatic,,rwd,mid-size,wagon,blue,ca
7316502534,stockton,2950,2003.0,mitsubishi,lancer oz rally,good,4 cylinders,gas,320000.0,clean,automatic,,fwd,,,,ca
7315840268,stockton,32989,2017.0,toyota,tacoma,like new,,gas,7.0,clean,automatic,,,,,,ca
7315184815,stockton,22500,2014.0,volvo,670,excellent,,diesel,900000.0,clean,manual,,,,truck,red,ca
7315125931,stockton,12000,1996.0,chevrolet,impala,good,8 cylinders,gas,0.0,clean,automatic,1G1BL52P6TR122264,,,sedan,black,ca
7315024662,stockton,7000,2013.0,ford,e350,good,,gas,322858.0,clean,automatic,,,,van,white,ca
7314170380,stockton,88999,2012.0,,2012 Peterbilt,excellent,,diesel,328409.0,clean,manual,,,,truck,silver,ca
7314063871,stockton,79900,2013.0,,FREIGHTLINER CASCADIA,good,,diesel,360000.0,clean,manual,,,,,white,ca
7313645395,stockton,25698,2020.0,toyota,prius prime,,4 cylinders,hybrid,643.0,clean,automatic,JTDKARFP7L3144095,fwd,,sedan,black,ca
7313187475,stockton,9000,1997.0,ram,2500,,,diesel,360000.0,clean,automatic,,,,,,ca
7313158722,stockton,7900,2001.0,toyota,tundra,excellent,6 cylinders,gas,380000.0,clean,automatic,,rwd,full-size,pickup,white,ca
7312980915,stockton,86900,2013.0,,kenworth t800,excellent,,diesel,470000.0,clean,manual,,,,,purple,ca
7312797934,stockton,11599,2005.0,chevrolet,,,,diesel,375000.0,clean,automatic,,,,,,ca
7312471410,stockton,42000,2009.0,,2009 freightliner,good,other,diesel,835000.0,clean,manual,,fwd,full-size,truck,white,ca
7312447565,stockton,85000,2015.0,,2015 peterbilt,like new,other,diesel,330000.0,clean,manual,1XPWD49XXFD237911,fwd,full-size,truck,white,ca
7312232294,stockton,92500,2016.0,,mack,good,,diesel,425000.0,clean,manual,,,,,,ca
7312231825,stockton,92500,2016.0,,mack,good,,diesel,425000.0,clean,manual,,,,,,ca
7312230955,stockton,12500,1990.0,,Reliance,good,,other,100.0,clean,other,,,,,,ca
7311736715,stockton,2000,2003.0,toyota,tacoma,fair,4 cylinders,gas,219.0,clean,automatic,,rwd,,,white,ca
7311627384,stockton,1700,2012.0,fiat,500,,,gas,1.0,salvage,automatic,,,,,,ca
7311519389,stockton,16000,2006.0,ram,2500 megacab laramie,excellent,6 cylinders,diesel,308000.0,clean,automatic,,4wd,,pickup,,ca
7310776738,stockton,17900,2013.0,infiniti,g37 sedan,excellent,,gas,0.0,clean,automatic,JN1CV6AP6DM710390,rwd,,sedan,grey,ca
7310776381,stockton,11900,2007.0,honda,civic,excellent,,gas,0.0,clean,manual,2HGFG21567H700981,fwd,,coupe,black,ca
7310745566,stockton,4000,2009.0,ford,focus se,excellent,4 cylinders,gas,159.0,clean,automatic,,fwd,mid-size,convertible,blue,ca
7309611141,stockton,28000,2006.0,ram,3500 mega cab,,,diesel,244.0,clean,manual,,,,,,ca
7309051760,stockton,12000,2008.0,,international prostar,good,6 cylinders,diesel,994472.0,clean,manual,,,,truck,white,ca
7309051490,stockton,2500,2022.0,honda,civic cvcc,fair,4 cylinders,gas,605000.0,clean,manual,,,,,,ca
7308657555,stockton,29990,2020.0,subaru,brz limited coupe 2d,good,,other,963.0,clean,other,JF1ZCAC1XL9702860,rwd,,coupe,blue,ca
7308020665,stockton,70000,2012.0,volvo,vnl,,,diesel,342000.0,clean,manual,,,,,,ca
7307985243,stockton,28500,1956.0,ford,thunderbird,good,8 cylinders,gas,1.0,clean,automatic,,rwd,full-size,coupe,red,ca
7307377027,stockton,9500,1979.0,ford,f100 ranger,good,8 cylinders,gas,700.0,clean,automatic,,rwd,full-size,truck,,ca
7306951819,stockton,3500,2017.0,,BEST TRAIL 5XBUS,,other,gas,0.0,clean,automatic,1B9US121XH1245912,rwd,,sedan,black,ca
7306890593,stockton,59999,2017.0,,Freightliner cascadia 2017,excellent,,diesel,498572.0,clean,automatic,,,,truck,blue,ca
7306057100,stockton,25990,2020.0,volkswagen,golf gti s hatchback,good,,gas,590.0,clean,other,3VW6T7AU3LM000942,fwd,,sedan,black,ca
7305521728,stockton,24590,2017.0,chevrolet,camaro lt coupe 2d,good,,gas,924.0,clean,other,1G1FA1RX8H0209438,rwd,,coupe,yellow,ca
7307548272,susanville,1500,1977.0,jeep,cherokee,fair,8 cylinders,gas,777777.0,clean,other,,4wd,full-size,SUV,orange,ca
7316778929,ventura county,22500,1966.0,volkswagen,,excellent,4 cylinders,gas,100.0,clean,manual,,rwd,,,white,ca
7316676720,ventura county,4950,2009.0,nissan,altima-sport-coupe,excellent,4 cylinders,gas,109.0,clean,automatic,,,mid-size,coupe,grey,ca
7316583289,ventura county,4000,2008.0,nissan,altima,,,gas,125.0,clean,automatic,,,,,,ca
7316583280,ventura county,20995,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,0.0,,automatic,1GCVKREC8EZ230461,4wd,,truck,,ca
7316454957,ventura county,2800,2007.0,volkswagen,passat 2.0t wagon,excellent,4 cylinders,gas,200.0,clean,automatic,,fwd,mid-size,wagon,white,ca
7316291664,ventura county,9500,1949.0,,willys jeepster,excellent,8 cylinders,gas,1.0,clean,manual,,rwd,,other,grey,ca
7316218678,ventura county,15148,2017.0,toyota,camry le sedan 4d,excellent,4 cylinders,gas,0.0,,other,4T1BF1FKXHU413470,,,sedan,,ca
7316081808,ventura county,8999,2011.0,ford,flex limited sport,excellent,6 cylinders,gas,0.0,,automatic,2FMGK5DC9BBD00238,,,SUV,,ca
7315839847,ventura county,6500,1962.0,gmc,truck,,8 cylinders,gas,1.0,clean,automatic,,rwd,,truck,,ca
7315761562,ventura county,10937,2012.0,gmc,canyon regular cab work,excellent,4 cylinders,gas,0.0,,automatic,1GTC5LF96C8128870,,,truck,,ca
